driver_id,avg_price_per_meter_fly,avg_price_per_meter_road,max_avg_price
8407266,0.668072351011762,0.6467432391880125,0.668072351011762
8409926,0.32014853536408994,0.2726971133138595,0.32014853536408994
8412341,0.30012937935109013,0.28103243435697,0.30012937935109013
46639810,0.49593203434743915,0.4619314603562882,0.49593203434743915
46767152,0.2211841135504606,0.21727618729140447,0.2211841135504606
46799883,0.40977452585660434,0.3660225438532987,0.40977452585660434
46903650,0.4831243911468758,0.4504490311024939,0.4831243911468758
46911912,2.80541668703435,1.6067465189234968,2.80541668703435
46939941,0.36958509701010656,0.3501339915619069,0.36958509701010656
46976693,0.30339468776824724,0.2984632778427857,0.30339468776824724
46981357,2.010933733673742,1.9962156864281995,2.010933733673742
47011257,0.14300552331049074,0.14300552331049074,0.14300552331049074
47084536,0.1828834736856373,0.1828834736856373,0.1828834736856373
47137587,0.23610211252701654,0.23126740258625603,0.23610211252701654
47139680,0.8705209589268773,0.7185742130097608,0.8705209589268773
47144607,0.2486938879961647,0.24528005337862413,0.2486938879961647
47221750,0.5079954394101229,0.35676023803888257,0.5079954394101229
47250241,0.6924109514971425,0.957319637282922,0.957319637282922
47279152,0.42978518627002305,0.41166715333663956,0.42978518627002305
47281160,0.3440309514836458,0.31349269604790597,0.3440309514836458
47287001,0.39984920744228386,2.9888214135076163,2.9888214135076163
47300686,0.0740295466552619,0.0740295466552619,0.0740295466552619
47324900,1.616265394383545,1.59619400487987,1.616265394383545
47405920,0.5443090985153514,0.46706957409357286,0.5443090985153514
47428578,0.7071608503481296,0.6756333402097018,0.7071608503481296
47435660,0.20997138178371763,0.2035319442914478,0.20997138178371763
47505313,0.19846440069626606,0.1943844006101698,0.19846440069626606
47515588,0.25723871872341436,0.25143227841212906,0.25723871872341436
47632128,0.2809182579969379,0.2809182579969379,0.2809182579969379
47636613,0.432018898830966,0.41948106927717843,0.432018898830966
91680460,0.5134378924750388,0.4898010464719592,0.5134378924750388
91722939,0.9385495229586504,2.275995449923687,2.275995449923687
91746014,0.3158350095580839,0.29685700959220074,0.3158350095580839
91775193,0.15284801446282864,0.1455391093152946,0.15284801446282864
91812566,0.21298513282515077,0.21103237821611565,0.21298513282515077
92034936,0.3886447977986769,0.37105488765206385,0.3886447977986769
92259576,0.2473015481152633,0.24225480363992433,0.2473015481152633
92283055,0.36585589951315456,0.34976503345947657,0.36585589951315456
92662904,0.6588526609986588,0.6217202387685101,0.6588526609986588
92751633,0.3807432368263858,0.3564936979314529,0.3807432368263858
92790769,0.35258230049033934,0.3376402110208608,0.35258230049033934
92850080,0.3774200743944346,0.367080088213485,0.3774200743944346
92860136,0.33739714467368204,0.3317441656864957,0.33739714467368204
92889491,0.37808366397382953,0.37808366397382953,0.37808366397382953
93171491,0.16454099120964122,0.16454099120964122,0.16454099120964122
93402627,0.4661164984006364,0.44333218224403304,0.4661164984006364
93559939,0.12903193942274854,0.12903193942274854,0.12903193942274854
93675293,0.6058965292449174,0.5811013009837355,0.6058965292449174
302411164,0.4329399939873084,0.41543144749611016,0.4329399939873084
302412091,0.38180436755160074,0.36305077859092305,0.38180436755160074
302414201,0.37329187460470625,0.36462249734885066,0.37329187460470625
302414365,0.2050608853176173,0.2050608853176173,0.2050608853176173
302415000,0.15561312793490797,0.1541075467019858,0.15561312793490797
302420602,0.44040248778734903,0.4245061467521603,0.44040248778734903
302422490,0.1711853785892365,0.16717982143927823,0.1711853785892365
302428605,0.23775521961296636,0.23083959270612434,0.23775521961296636
302434823,0.3535943647419653,9.677740472885686,9.677740472885686
302434860,0.43596154146243293,0.4219842424256711,0.43596154146243293
302440262,0.329299413501793,0.29124466442978575,0.329299413501793
302440827,0.5753860083032396,0.8769645013613859,0.8769645013613859
302445757,0.3536204481255916,0.33355638288917444,0.3536204481255916
302459136,0.619533677345294,2.388441903441891,2.388441903441891
303196498,0.3032914123492158,0.285535236493473,0.3032914123492158
303203161,0.12480056959439156,0.12480056959439156,0.12480056959439156
303203823,0.8227783824970412,0.814147023260316,0.8227783824970412
